,category,amt,city,state,lat,long,city_pop,age,is_fraud
88469,travel,8.759999999999991,Afton,MN,44.8696,-92.8234,2916.0,89.0,1
50801,grocery_pos,279.11,Mc Intosh,SD,45.7084,-101.1546,295.0,43.0,1
380406,health_fitness,3.3600000000000136,Baroda,MI,41.9488,-86.4913,3104.0,43.0,0
460386,grocery_net,44.41999999999999,Spencer,SD,43.7557,-97.5936,343.0,52.0,0
1115359,gas_transport,9.949999999999989,Atglen,PA,39.9458,-75.9703,3066.0,96.0,1
297932,grocery_pos,365.13,Duncan,MS,34.047,-90.7652,466.0,69.0,1
782021,entertainment,13.860000000000014,Brownville,NY,44.0577,-76.0196,1271.0,66.0,0
498437,entertainment,473.95,Newark Valley,NY,42.2281,-76.1625,4354.0,30.0,1
193773,misc_net,697.52,Fields Landing,CA,40.7268,-124.2174,276.0,95.0,1
1021539,shopping_pos,274.47,Newark Valley,NY,42.2281,-76.1625,4354.0,30.0,0
862336,home,177.40999999999997,Humble,TX,30.0041,-95.2825,194500.0,34.0,1
3600,grocery_pos,332.35,San Antonio,TX,29.44,-98.459,1595797.0,64.0,1
1152360,shopping_net,978.4199999999998,Clearwater,FL,27.894200000000005,-82.6746,172247.0,83.0,1
191511,kids_pets,52.77000000000001,Irwinton,GA,32.8088,-83.17399999999999,1841.0,49.0,0
681469,shopping_pos,941.53,Manchester,MD,39.6747,-76.8941,11750.999999999985,60.0,1
536025,food_dining,22.069999999999993,May,TX,31.9571,-98.9656,1791.0,59.0,0
554897,gas_transport,53.860000000000014,Viola,AR,36.3924,-91.9932,1679.0,38.0,0
1129471,home,116.87,Montgomery,AL,32.3374,-86.2715,214703.0,30.0,0
1216058,shopping_pos,123.91,Egan,LA,30.251,-92.5002,1261.0,52.0,0
260964,home,69.70000000000002,Whaleyville,MD,38.4121,-75.2811,718.0000000000146,39.0,0
1092336,gas_transport,80.25000000000003,Lagrange,WY,41.6423,-104.1974,635.0,51.0,0
1040829,food_dining,31.00999999999999,Laguna Hills,CA,33.615,-117.7114,45303.0,55.0,0
1289757,kids_pets,122.28,Washington Court House,OH,39.537,-83.455,22305.0,85.0,0
518438,home,273.3,New Ellenton,SC,33.413000000000004,-81.69,2205.9999999999854,38.0,1
401623,shopping_pos,1033.33,Belmont,NH,43.4512,-71.48899999999999,7430.0,69.0,1
433126,grocery_pos,274.68,Glendale,CA,34.1556,-118.2322,172817.0,42.0,1
200917,home,19.829999999999984,Glendale,CA,34.1556,-118.2322,172817.0,42.0,0
1250990,shopping_pos,136.55,Coleman,TX,31.8287,-99.427,5908.0,62.0,0
149745,grocery_pos,303.46,Wilton,ND,47.1709,-100.7944,1190.0,76.0,1
8179,gas_transport,123.73000000000002,Lonsdale,MN,44.4477,-93.4252,5210.999999999985,37.0,0
623776,misc_net,899.23,Lolita,TX,28.7724,-96.4793,911.0,54.0,1
628802,personal_care,26.54000000000002,Old Hickory,TN,36.2416,-86.6117,22191.0,30.0,1
128899,shopping_net,826.45,Arnold,MO,38.4305,-90.387,35439.0,39.0,1
1118756,kids_pets,20.430000000000007,Atglen,PA,39.9458,-75.9703,3066.0,96.0,1
570086,travel,8.699999999999989,Sherman,TX,33.6372,-96.6184,46563.0,54.0,0
113702,grocery_pos,285.44,Santa Monica,CA,34.0287,-118.4924,92043.0,63.0,1
307797,shopping_net,908.98,Camden,TX,30.9,-94.7547,99.0,59.0,1
136380,misc_net,4.490000000000009,Parsonsfield,ME,43.745,-70.9092,1892.0,68.0,0
806267,grocery_pos,110.79000000000005,Uledi,PA,39.8936,-79.7856,328.0,41.0,0
574838,gas_transport,51.599999999999966,Armagh,PA,40.4603,-79.0097,922.0000000000146,52.0,0
8545,home,2.480000000000018,West Decatur,PA,40.9493,-78.3129,1762.0,62.0,0
133672,misc_net,814.5899999999999,Wauchula,FL,27.5517,-81.8074,14742.0,31.000000000000004,1
534256,personal_care,3.269999999999982,Browning,MO,40.029,-93.1607,602.0,70.0,0
1070881,misc_net,696.68,Summerfield,NC,36.2245,-79.8901,14075.0,95.0,1
57320,gas_transport,90.94,Hancock,MD,39.6991,-78.1762,3766.0,40.0,0
1068963,home,274.16,Grimesland,NC,35.558,-77.2566,5903.000000000015,31.000000000000004,1
983687,shopping_pos,988.01,Tickfaw,LA,30.5668,-90.482,8512.0,73.0,1
44166,home,62.19999999999999,Belgrade,MT,45.7801,-111.1439,18182.0,49.0,0
313213,entertainment,21.089999999999975,Weeping Water,NE,40.8731,-96.1528,1517.0,73.0,0
310722,health_fitness,35.93000000000001,Topeka,KS,39.1329,-95.7023,163415.0,20.0,0
136441,misc_pos,2.819999999999993,West Sayville,NY,40.732,-73.1,4056.0,34.0,0
306117,travel,8.139999999999986,Phoenix,AZ,33.8155,-112.1202,1312921.9999999998,25.0,1
135551,entertainment,9.269999999999982,Birmingham,IA,40.8626,-91.9534,888.0,36.0,0
364420,personal_care,48.27999999999997,Syracuse,MO,38.6547,-92.8929,628.0,63.0,1
128043,entertainment,44.34000000000003,Pikesville,MD,39.3764,-76.729,33917.0,47.0,0
712881,personal_care,28.55000000000001,Wales,AK,64.7556,-165.6723,145.0,85.0,0
258250,grocery_pos,301.37,Southfield,MI,42.4969,-83.2911,75830.0,50.0,1
1260190,misc_net,849.22,Moundsville,WV,39.9148,-80.73100000000001,16183.0,47.0,1
1192913,kids_pets,50.96000000000001,Santa Monica,CA,34.0287,-118.4924,92043.0,63.0,0
230850,grocery_pos,277.2,Eugene,OR,44.0385,-123.0614,191096.0,60.0,1
1139190,shopping_pos,1157.97,Grenola,KS,37.3668,-96.4396,372.00000000001455,27.0,1
36695,grocery_pos,104.65,Carroll,NE,42.277,-97.1926,565.9999999999854,49.0,0
27670,shopping_net,1125.31,Mc Veytown,PA,40.5046,-77.7186,4653.0,27.0,1
211844,grocery_net,13.600000000000023,Brinson,GA,30.9788,-84.7373,1461.0,89.0,1
9156,entertainment,32.839999999999975,Comfort,WV,38.1372,-81.5962,630.0,65.0,0
1249911,food_dining,54.829999999999984,Harper,TX,30.2816,-99.241,2395.0,31.000000000000004,0
362855,misc_net,8.589999999999975,Cascade Locks,OR,45.67100000000001,-121.8686,1288.0,88.0,0
186116,gas_transport,7.8700000000000045,Brantley,AL,31.571,-86.2743,2566.0,66.0,1
977203,food_dining,125.07999999999998,Plainfield,NJ,40.6152,-74.415,71485.0,50.0,1
213879,grocery_pos,244.56,Lexington,KY,38.0174,-84.4854,296965.0,62.0,1
135761,kids_pets,22.620000000000005,Sutherland,NE,41.1558,-101.136,1789.0,42.0,1
10319,misc_pos,6.850000000000023,Grand Ridge,FL,30.7148,-85.021,3699.0,76.0,0
644921,misc_pos,29.149999999999977,Atlantic,VA,37.9073,-75.5089,741.0,38.0,0
149774,gas_transport,9.860000000000014,Detroit,MI,42.426,-83.15,673342.0,57.0,1
518200,shopping_net,973.28,Ragland,AL,33.7367,-86.1619,4159.0,26.0,1
484369,shopping_pos,4.069999999999993,Jones,AL,32.5104,-86.8138,1089.0,53.0,0
197746,grocery_net,58.78999999999999,Jay,FL,30.8985,-87.1332,5719.0,30.0,0
544839,misc_net,3.3799999999999955,Bowersville,OH,39.5756,-83.7153,338.0,36.0,0
258299,shopping_net,1004.3799999999999,Lomax,IL,40.6761,-91.0391,725.0,52.0,1
546308,gas_transport,66.65,Ash Flat,AR,36.2201,-91.6421,2856.0,98.0,0
799163,kids_pets,15.160000000000025,Sontag,MS,31.6453,-90.1801,1196.0,66.0,0
115880,shopping_net,990.7,Santa Monica,CA,34.0287,-118.4924,92043.0,63.0,1
1114091,gas_transport,9.379999999999995,Blackville,SC,33.3645,-81.2718,4913.0,58.0,1
156187,travel,8.170000000000016,Republic,MI,46.368,-87.9938,1038.0,60.0,0
498480,food_dining,61.0,Bynum,TX,31.9907,-96.9837,522.0,78.0,0
237537,grocery_pos,114.54000000000002,Cardwell,MO,36.0434,-90.2907,1120.0,67.0,0
1070784,kids_pets,19.899999999999977,Grimesland,NC,35.558,-77.2566,5903.000000000015,31.000000000000004,1
33940,misc_net,3.1100000000000136,Parkers Lake,KY,36.8347,-84.4436,1565.0,56.0,0
1123649,grocery_pos,274.87,Norwalk,CA,33.9056,-118.0818,105549.0,51.0,1
242177,shopping_net,5.850000000000023,Avoca,IA,41.4768,-95.3509,2036.0,53.0,0
893420,shopping_net,990.9199999999998,Du Pont,GA,31.0,-82.8555,419.0,34.0,1
1206539,gas_transport,74.92000000000002,Remer,MN,47.0874,-93.9196,2097.0,37.0,0
1073510,shopping_net,7.600000000000023,Varnell,GA,34.9298,-84.9885,74.0,80.0,0
128774,entertainment,66.63,Acworth,NH,43.196000000000005,-72.3001,477.0,36.0,0
148488,food_dining,33.110000000000014,Colorado Springs,CO,38.8881,-104.6556,525713.0,32.0,0
909474,entertainment,510.94999999999993,Fullerton,NE,41.36600000000001,-98.0054,1749.0,51.0,1
261890,food_dining,137.27,Jermyn,PA,41.5744,-75.5881,6508.0,43.0,1
157926,gas_transport,9.860000000000014,Aurora,CO,39.7656,-104.7069,389246.0,86.0,1
834257,misc_net,650.64,Crownpoint,NM,35.7206,-108.0271,5662.0,35.0,1
1129608,kids_pets,19.850000000000023,North Loup,NE,41.4972,-98.7858,509.0,44.0,1
321517,gas_transport,9.689999999999998,Creola,OH,39.3543,-82.50299999999999,321.00000000001455,45.0,1
412322,grocery_pos,206.98,Leonard,TX,33.4044,-96.2238,4090.0000000000146,47.0,0
226262,shopping_pos,779.3300000000002,Cecilton,MD,39.4015,-75.8654,663.0,55.0,1
1222136,kids_pets,32.54000000000002,Carlotta,CA,40.507,-123.9743,1139.0,73.0,0
43713,gas_transport,47.73999999999998,Allentown,NY,42.0737,-78.0594,239.0,68.0,0
167487,grocery_net,17.80000000000001,Hahira,GA,30.9416,-83.3574,10295.0,27.0,1
1219609,grocery_pos,350.42,Irvine,PA,41.8117,-79.2643,528.0,52.0,1
628650,health_fitness,188.76,Phil Campbell,AL,34.347,-87.7154,5778.0,72.0,0
938271,misc_net,695.8,Stanchfield,MN,45.6675,-93.2433,2607.0,29.0,1
1099326,grocery_pos,287.29,Greenville,OH,40.0987,-84.6342,22930.0,53.0,1
101409,personal_care,11.100000000000023,Reno,NV,39.5483,-119.7957,276896.0,27.0,0
1063115,gas_transport,16.319999999999993,Prairie Creek,IN,39.4336,-87.4101,137.0,57.0,1
896832,shopping_net,953.76,Indianapolis,IN,39.849,-86.272,910148.0,49.0,1
789448,shopping_net,924.55,Howells,NE,41.6964,-96.9858,1063.0,96.0,1
41538,health_fitness,72.25000000000003,Fort Washakie,WY,43.0048,-108.8964,1645.0000000000146,48.0,0
49149,health_fitness,126.6,Lake Oswego,OR,45.4093,-122.6847,42817.0,42.0,0
8141,kids_pets,112.00999999999999,Arcadia,OH,41.1116,-83.50200000000001,1202.0,91.0,0
202045,grocery_net,17.560000000000002,Parkers Lake,KY,36.8347,-84.4436,1565.0,56.0,1
78683,grocery_pos,353.79,Bridger,MT,45.2857,-108.9082,1446.0,46.0,1
462516,shopping_pos,953.75,Andrews,NC,35.1959,-83.8228,5354.0,59.0,1
84842,kids_pets,40.839999999999975,Chester Heights,PA,39.8839,-75.4669,348.0,79.0,0
288609,shopping_pos,852.1599999999999,Paxton,MA,42.3066,-71.9202,4845.0,98.0,1
15159,shopping_pos,33.579999999999984,Esbon,KS,39.7562,-98.4462,242.0,37.0,0
416128,grocery_pos,81.17000000000002,Red River,NM,36.6659,-105.4694,606.0000000000146,36.0,0
1129856,grocery_pos,146.57,Greenbush,VA,37.7681,-75.6664,776.0,75.0,0
175108,shopping_pos,4.480000000000018,Cochranton,PA,41.5205,-80.0573,5507.0,51.0,0
285963,gas_transport,11.819999999999993,Bolivar,PA,40.3673,-79.1605,1770.0,30.0,1
654140,personal_care,6.269999999999982,Pelham,NC,36.4899,-79.4736,3402.0,97.0,0
48923,shopping_pos,9.560000000000002,Florence,MS,32.153,-90.1217,19685.0,40.0,0
283771,shopping_net,1009.55,Bowdoin,ME,44.0575,-69.9656,3224.0000000000146,27.0,1
166102,gas_transport,83.31,Mountain Park,OK,34.7032,-98.9591,540.0,41.0,0
51781,misc_pos,7.970000000000027,Grifton,NC,35.3757,-77.4193,7332.0,67.0,1
101715,health_fitness,21.55000000000001,Holcomb,KS,37.9931,-100.9893,2691.0,31.000000000000004,1
1282536,shopping_pos,852.69,Stoneham,MA,42.4828,-71.0978,21437.0,60.0,1
278253,shopping_pos,1158.1600000000003,Campbell,NE,40.2967,-98.737,493.0,84.0,1
993043,kids_pets,56.96000000000001,Burlington,WA,48.4786,-122.3345,14871.0,50.0,0
1037409,gas_transport,71.15,Mesa,ID,44.6255,-116.4493,129.0,59.0,0
878505,grocery_net,6.420000000000016,Paauilo,HI,20.0271,-155.3697,1490.0,33.0,1
435913,misc_pos,28.79000000000002,Saxon,WI,46.4959,-90.4383,795.0,38.0,0
126229,grocery_pos,339.09,Bay Minette,AL,30.8635,-87.7644,19090.0,95.0,1
101988,food_dining,2.3899999999999864,Blooming Grove,TX,32.0758,-96.701,1563.0,46.0,0
133896,shopping_pos,942.8899999999999,Clinton,IN,39.6591,-87.4208,10085.0,60.0,1
708234,misc_pos,127.69,Hovland,MN,47.8342,-90.0476,272.0,23.0,0
276549,gas_transport,6.939999999999998,Gibsonville,NC,36.1183,-79.5685,12486.0,90.0,1
1179598,health_fitness,72.5,Scotland,MD,38.0828,-76.3477,313.0,48.0,0
1052879,grocery_pos,302.31,Ferney,SD,45.32899999999999,-98.0837,52.0,34.0,1
961127,grocery_pos,302.46,Marshall,WI,43.1636,-89.0753,6063.0,64.0,1
368372,grocery_pos,306.22,Clutier,IA,42.0789,-92.3763,590.0,71.0,1
565599,shopping_net,1063.73,Falmouth,MI,44.2529,-85.01700000000001,1125.9999999999854,69.0,1
95540,misc_net,669.3,West Bethel,ME,44.402,-70.8601,47.0,73.0,1
1211869,shopping_net,935.4299999999998,Alexandria,VA,38.832,-77.12,321490.0,33.0,1
1141797,home,77.29000000000005,Logan,IL,37.9943,-88.9417,324.0,48.0,0
877474,food_dining,11.5,Baton Rouge,LA,30.4066,-91.1468,378909.0,47.0,0
281677,shopping_net,7.769999999999982,Meridian,TX,31.929,-97.6443,2526.0,54.0,0
1239853,misc_pos,38.639999999999986,Cherokee Village,AR,36.3011,-91.5281,4726.0,47.0,0
978205,shopping_net,1011.3399999999999,Hopkins,SC,33.9349,-80.8449,13717.0,75.0,1
211731,shopping_net,1050.25,Surrency,GA,31.6489,-82.1982,1324.0,98.0,1
68567,home,78.38999999999996,Lamberton,MN,44.2378,-95.2739,1507.0,31.000000000000004,0
776300,kids_pets,91.82999999999998,Port Saint Lucie,FL,27.262499999999996,-80.3793,181438.0,90.0,0
206878,shopping_pos,1.509999999999991,Elberta,MI,44.5995,-86.2141,372.00000000001455,29.0,0
577875,shopping_pos,927.4199999999998,Monitor,WA,47.4852,-120.4158,584.0,55.0,1
517100,kids_pets,65.31000000000003,Milford,OH,39.1657,-84.23299999999999,31394.0,27.999999999999996,0
301528,shopping_pos,1030.78,Arcadia,SC,34.9572,-81.9916,530.0,35.0,1
520735,kids_pets,4.420000000000016,Mulberry Grove,IL,38.9311,-89.2463,1810.0,50.0,0
990962,shopping_pos,962.6099999999999,Delhi,LA,32.3929,-91.4714,6581.0,60.0,1
647683,misc_pos,51.129999999999995,Dubre,KY,36.8421,-85.5396,341.00000000001455,92.0,1
81540,gas_transport,18.95999999999998,Big Indian,NY,42.074,-74.453,397.0,93.0,1
213889,grocery_pos,98.86000000000001,Saint Bonaventure,NY,42.2701,-78.6847,1453.0,50.0,0
22379,grocery_pos,342.87,Heislerville,NJ,39.224,-74.9942,526.0,84.0,1
1281095,shopping_net,3.980000000000018,San Antonio,TX,29.3641,-98.4924,1595797.0,29.0,0
259804,misc_net,963.78,Kirkwood,NY,42.0695,-75.7967,3800.0,56.0,1
220653,shopping_pos,835.73,Grantham,NH,43.5103,-72.1334,2971.0,76.0,1
693457,shopping_pos,137.83,Viola,AR,36.3924,-91.9932,1679.0,38.0,0
118329,shopping_pos,990.96,Center Tuftonboro,NH,43.6849,-71.2551,1368.0,53.0,1
518899,misc_net,666.73,New Ellenton,SC,33.413000000000004,-81.69,2205.9999999999854,38.0,1
14565,grocery_pos,301.33,Naples,FL,26.3304,-81.5871,276002.0,74.0,1
946534,health_fitness,48.34000000000003,Nobleboro,ME,44.0943,-69.4828,1643.0,48.0,0
58990,grocery_pos,278.32,Meadville,MS,31.4285,-90.8578,2799.0,63.0,1
1080559,home,6.990000000000009,Bolton,NC,34.3091,-78.3372,2290.0,79.0,0
518546,shopping_pos,900.47,Ragland,AL,33.7367,-86.1619,4159.0,26.0,1
218014,food_dining,142.55,Cottekill,NY,41.8467,-74.1038,722.0,34.0,1
106509,grocery_pos,192.68,West Sayville,NY,40.732,-73.1,4056.0,34.0,0
22245,shopping_pos,19.20999999999998,Harrodsburg,IN,39.013000000000005,-86.5457,76.0,69.0,0
219092,shopping_pos,9.319999999999993,New Ellenton,SC,33.413000000000004,-81.69,2205.9999999999854,38.0,0
494491,entertainment,54.02000000000001,Hannawa Falls,NY,44.6087,-74.9732,69.0,33.0,0
993467,misc_pos,1701.6,Phil Campbell,AL,34.347,-87.7154,5778.0,72.0,0
332135,grocery_pos,96.39999999999998,Oklahoma City,OK,35.6174,-97.5583,640470.0,58.0,0
185064,grocery_net,14.310000000000002,Keisterville,PA,39.9636,-79.7853,184.0,79.0,1
1139180,shopping_net,1100.0200000000002,Grenola,KS,37.3668,-96.4396,372.00000000001455,27.0,1
551371,entertainment,21.44999999999999,Woodville,AL,34.6689,-86.2296,3395.0,45.0,0
790829,shopping_pos,6.740000000000009,Shenandoah Junction,WV,39.3716,-77.8229,1925.0,58.0,0
297386,home,215.28,Mulberry Grove,IL,38.9311,-89.2463,1810.0,50.0,1
397683,shopping_pos,122.57,Wilmington,NC,34.2651,-77.867,186140.0,41.0,0
506518,home,207.48,Grandview,TX,32.2779,-97.2351,5875.0,32.0,1
355690,grocery_pos,314.07,Dresden,KS,39.6094,-100.4112,168.99999999998545,71.0,1
1421,shopping_pos,5.230000000000018,Bowdoin,ME,44.0575,-69.9656,3224.0000000000146,27.0,0
189949,grocery_pos,300.98,Jefferson,NY,42.4999,-74.6117,1665.9999999999854,56.0,1
550168,grocery_pos,63.11000000000004,Oconto Falls,WI,44.8755,-88.1555,5548.0,49.0,0
371721,entertainment,507.07,Afton,MI,45.3637,-84.4695,937.0,66.0,1
569502,home,72.85999999999999,Northport,NY,40.9051,-73.3309,21902.0,48.0,0
552077,misc_net,737.76,Mount Perry,OH,39.8788,-82.18799999999999,1831.0,71.0,1
824080,misc_pos,247.73,Waupaca,WI,44.3481,-89.1101,15426.0,88.0,0
1224149,food_dining,43.139999999999986,Miamisburg,OH,39.6321,-84.2675,36784.0,83.0,0
602955,grocery_pos,302.98,Glendale,CA,34.1556,-118.2322,172817.0,83.0,1
338232,grocery_pos,96.06,Lagrange,WY,41.6423,-104.1974,635.0,51.0,0
345974,food_dining,129.24,Whaleyville,MD,38.4121,-75.2811,718.0000000000146,39.0,1
671769,food_dining,63.43999999999997,New Boston,IL,41.2153,-90.9879,1504.0,31.000000000000004,0
267330,misc_net,119.19,Moorhead,MS,33.4783,-90.5142,2870.0,25.0,0
574084,gas_transport,20.00999999999999,Monitor,WA,47.4852,-120.4158,584.0,55.0,1
19574,gas_transport,62.96000000000001,Quanah,TX,34.2956,-99.7494,3202.0,26.0,0
177640,food_dining,119.72,Sherman,TX,33.6372,-96.6184,46563.0,54.0,1
35122,personal_care,82.86000000000001,Cottekill,NY,41.8467,-74.1038,722.0,34.0,0
423253,gas_transport,97.24000000000001,Cressona,PA,40.6284,-76.195,1606.0,58.0,0
1250943,shopping_net,3.8500000000000227,Fulton,SD,43.7588,-97.8712,355.0,69.0,0
555681,personal_care,108.16,Tomales,CA,38.2427,-122.9145,337.0,70.0,0
163009,kids_pets,241.02,Thornville,OH,39.8974,-82.4071,9050.999999999985,41.0,0
663883,gas_transport,76.13999999999999,Heart Butte,MT,48.2777,-112.8456,743.0,52.0,0
47943,misc_pos,814.8299999999999,Mountain Park,OK,34.7032,-98.9591,540.0,41.0,1
376348,health_fitness,20.519999999999982,Elberta,MI,44.5995,-86.2141,372.00000000001455,29.0,1
949224,misc_net,797.57,Winthrop,ME,44.3229,-69.9576,6025.000000000015,29.0,1
1224844,shopping_net,68.32999999999998,Joliet,IL,41.5378,-88.0572,128354.0,32.0,0
1270889,gas_transport,58.19,Fairview,NJ,40.817,-74.0,13835.0,57.0,0
447469,shopping_pos,718.27,Greenbush,VA,37.7681,-75.6664,776.0,75.0,1
455401,misc_net,746.95,Alpharetta,GA,34.077,-84.3033,165556.0,27.0,1
291976,shopping_net,1009.31,Topeka,KS,39.0645,-95.6413,163415.0,49.0,1
596681,misc_pos,6.579999999999984,Mineral,VA,37.9986,-77.8781,9141.0,86.0,1
52601,shopping_pos,791.99,Bigelow,MN,43.5336,-95.6515,399.0,47.0,1
715995,shopping_pos,852.98,Meridian,TX,31.929,-97.6443,2526.0,54.0,1
958241,grocery_pos,109.97000000000003,Wheaton,MO,36.7651,-94.0492,760.0,39.0,0
358785,shopping_net,176.74,Center Tuftonboro,NH,43.6849,-71.2551,1368.0,53.0,0
1266764,grocery_net,12.660000000000025,Scarborough,ME,43.5835,-70.3457,18760.0,91.0,1
858796,shopping_net,916.74,Thida,AR,35.5762,-91.4539,111.0,24.0,1
1056585,grocery_pos,327.9,Dumont,CO,39.7532,-105.6356,565.0,46.0,1
184773,kids_pets,3.1499999999999773,Keisterville,PA,39.9636,-79.7853,184.0,79.0,1
911386,grocery_pos,93.18,Harwood,MD,38.8582,-76.6145,3289.0,91.0,0
773205,misc_net,6.730000000000018,Smackover,AR,33.3398,-92.7442,2501.0000000000146,38.0,0
794269,kids_pets,118.37,Lakeland,FL,27.9865,-82.0139,237282.0,45.0,0
181348,grocery_pos,289.76,Pelham,NC,36.4899,-79.4736,3402.0,97.0,1
804324,food_dining,10.610000000000014,Brinson,GA,30.9788,-84.7373,1461.0,89.0,0
313969,shopping_pos,154.0,Oak Hill,NY,42.4069,-74.1528,277.0,53.0,0
479206,home,282.22,Auburn,ME,44.0948,-70.23899999999999,23045.0,66.0,1
95740,travel,9.149999999999977,Hubbell,NE,40.0456,-97.4735,121.0,27.999999999999996,1
209121,home,49.77000000000004,Lawrence,MA,42.6911,-71.1605,76383.0,39.0,0
1289963,shopping_pos,309.22,Greendale,WI,42.9373,-87.9943,13973.0,43.0,0
1541,shopping_pos,6.699999999999989,Monmouth Beach,NJ,40.333,-73.9809,3279.0,46.0,0
1286873,misc_pos,688.98,Moro,IL,38.9318,-89.9618,2401.0,52.0,1
598500,grocery_net,13.490000000000009,Egan,LA,30.251,-92.5002,1261.0,52.0,1
69233,shopping_pos,86.92000000000002,Rock Springs,WY,41.606,-109.23,27971.0,40.0,0
180711,shopping_pos,785.58,Luray,MO,40.4931,-91.8912,519.0,58.0,1
38714,misc_net,875.02,Prosperity,SC,34.1832,-81.5324,8333.0,30.0,1
149760,grocery_pos,339.45,Minnesota Lake,MN,43.8295,-93.8282,1087.0,61.0,1
1196695,shopping_pos,131.03,Elk Rapids,MI,44.8955,-85.4082,2223.0,38.0,0
290316,grocery_pos,320.67,Whittemore,IA,43.0261,-94.4064,912.0000000000146,56.0,1
179538,grocery_pos,358.55,North Tonawanda,NY,43.0498,-78.851,45100.0,31.000000000000004,1
392394,kids_pets,21.170000000000016,Ehrhardt,SC,33.1044,-81.0221,1352.0,32.0,1
950413,grocery_pos,93.05000000000001,Manderson,SD,43.3526,-102.5411,1125.9999999999854,44.0,0
1164627,gas_transport,19.079999999999984,Kirk,CO,39.6171,-102.4776,207.0,69.0,1
307818,misc_net,830.7,Camden,MO,39.2048,-94.0259,463.99999999998545,65.0,1
19343,kids_pets,41.99000000000001,Grassflat,PA,41.0036,-78.1104,489.0,68.0,0
1192882,shopping_pos,660.36,Elkhart,IA,41.8114,-93.4855,1195.0,50.0,1
35824,shopping_pos,1009.6199999999999,Milford,OH,39.1657,-84.23299999999999,31394.0,27.999999999999996,1
497110,kids_pets,31.639999999999986,Campbell,NE,40.2967,-98.737,493.0,84.0,0
427240,home,84.27000000000001,Oaks,PA,40.1334,-75.4536,737.0,37.0,0
114753,shopping_net,1039.27,Kansas City,MO,38.9621,-94.5959,545147.0,37.0,1
1067840,gas_transport,68.9,Pea Ridge,AR,36.4539,-94.118,6434.0,57.0,0
916225,gas_transport,88.30000000000001,Mounds,OK,35.8896,-96.0887,7163.0,42.0,0
246580,kids_pets,19.20999999999998,Oran,IA,42.7012,-92.0762,53.0,52.0,1
1165016,gas_transport,54.19,Scotia,SC,32.6786,-81.2455,302.0,51.0,0
1222953,misc_net,729.05,Karnack,TX,32.6205,-94.2,2806.9999999999854,93.0,1
242211,health_fitness,20.95999999999998,Edisto Island,SC,32.5486,-80.307,2408.0,27.0,0
673333,home,259.53,Basye,VA,38.8089,-78.7776,863.0,52.0,1
596812,shopping_net,970.3599999999999,Mineral,VA,37.9986,-77.8781,9141.0,86.0,1
1070920,shopping_net,1012.8699999999999,Palermo,ND,48.3396,-102.24,229.00000000001455,41.0,1
1168468,entertainment,514.17,Houston,TX,29.7736,-95.4034,2906700.0,40.0,1
862851,misc_pos,22.310000000000002,Holloway,OH,40.0113,-80.9701,127.99999999998545,78.0,0
1187732,entertainment,261.1,Scarborough,ME,43.5835,-70.3457,18760.0,91.0,0
39206,gas_transport,69.15,New Franken,WI,44.5592,-87.8235,4306.0,35.0,0
1003535,misc_pos,315.48,West Decatur,PA,40.9493,-78.3129,1762.0,62.0,0
1164955,shopping_pos,2.839999999999975,Gainesville,TX,33.6547,-97.1583,26120.0,70.0,0
7114,grocery_pos,54.170000000000016,Edmond,OK,35.6665,-97.4798,116001.0,31.000000000000004,0
386766,grocery_pos,299.32,Shippingport,PA,40.6025,-80.3863,198.0,46.0,1
472716,shopping_net,974.3599999999999,Manley,NE,40.9207,-96.168,206.0,57.0,1
507438,gas_transport,79.73000000000002,Lonsdale,MN,44.4477,-93.4252,5210.999999999985,37.0,0
1107750,shopping_net,8.079999999999984,Deadwood,SD,44.3566,-103.6999,1979.0,54.0,0
261802,misc_pos,7.899999999999977,Ruidoso,NM,33.3305,-105.6933,8874.0,24.0,1
936852,kids_pets,37.98000000000002,Leo,IN,41.2249,-85.0301,5341.0,30.0,0
524648,shopping_net,2.8799999999999955,Purmela,TX,31.4841,-97.9903,258.0,81.0,0
254840,shopping_pos,13.180000000000007,Omaha,NE,41.2064,-95.9953,518429.0,29.0,0
386289,gas_transport,9.360000000000014,Churubusco,IN,41.229,-85.3244,7692.0,38.0,1
309232,grocery_pos,316.37,Belfast,NY,42.32,-78.0943,1766.0,62.0,1
431984,health_fitness,21.850000000000023,Lolita,TX,28.7724,-96.4793,911.0,54.0,0
616063,shopping_net,998.1299999999999,White Sulphur Springs,WV,37.7827,-80.3129,5216.0,31.000000000000004,1
1024623,shopping_pos,873.31,Los Angeles,CA,34.0443,-118.2509,2383912.0,65.0,1
1219456,grocery_pos,264.75,Zaleski,OH,39.283,-82.3977,341.00000000001455,46.0,1
966501,kids_pets,56.410000000000025,New Boston,IL,41.2153,-90.9879,1504.0,31.000000000000004,0
1275040,kids_pets,20.629999999999995,Orient,WA,48.8878,-118.2105,149.0,46.0,0
204808,shopping_pos,713.24,Parkers Lake,KY,36.8347,-84.4436,1565.0,56.0,1
538410,misc_net,9.889999999999986,Howells,NE,41.6964,-96.9858,1063.0,96.0,0
321482,misc_net,94.59999999999997,Sula,MT,45.8433,-113.8748,218.0,29.0,0
679415,kids_pets,97.70999999999995,Brandon,VT,43.8065,-73.0882,5895.0,49.0,0
