,is_fraud
1023276,1
568334,1
362638,0
40873,0
873273,1
277961,0
19620,1
849384,0
352478,0
830930,1
1162854,1
1090275,1
775089,0
1134623,1
45318,1
401785,1
1198159,1
1193194,1
213971,0
276035,1
180874,1
253916,1
903746,1
176188,0
1233145,1
427643,1
327423,1
1097520,1
1132912,1
91747,0
1014803,1
266511,1
805963,1
890496,1
292761,1
936437,0
332438,0
502492,1
495658,0
163866,1
464104,1
890453,1
316396,0
475178,1
221198,0
551951,0
398057,0
955578,1
1968,1
457308,0
305875,0
1257003,0
32927,0
250102,0
628631,1
380095,1
504371,0
64978,1
126027,0
489200,0
598339,1
26701,0
1248596,1
634012,0
1218925,1
168017,0
683310,1
838686,0
237095,1
664966,0
592909,0
1195517,0
486707,0
733511,1
394141,0
142661,1
14984,0
573385,1
53932,1
681329,1
867073,0
439766,0
204063,0
762480,0
632005,0
293940,0
999962,1
164188,0
296012,1
1157402,0
955383,1
936258,0
112929,1
241138,0
731743,0
1206839,0
327266,0
89921,1
800719,0
211823,1
1293770,0
169628,0
676311,1
332777,0
713244,1
1120174,0
428866,0
2039,1
347194,0
598607,1
1140697,0
909565,1
1227600,0
189875,0
46930,0
921543,1
95819,0
244895,1
55462,1
172989,1
493246,0
493207,0
416892,1
1069098,1
147845,1
870947,0
477292,0
915620,1
282530,1
89236,1
53280,0
570912,1
718360,1
330087,1
601022,1
356983,1
776184,0
128819,1
858981,1
1067964,0
1030410,1
301431,1
27635,1
415077,0
250394,1
1242779,1
95621,0
116260,1
411181,0
350701,0
292325,1
264109,0
354058,1
86052,1
436578,0
308421,0
982261,0
316188,0
515073,0
93578,1
1287256,0
933238,1
54141,1
350963,1
227421,0
799156,1
474396,1
666829,0
298086,1
323533,0
598388,1
608662,0
32892,0
1286755,1
137946,1
212993,1
121111,0
1012769,1
705147,1
358846,1
936960,1
19680,0
47801,1
478729,1
1183828,1
221560,1
446220,0
263369,1
289494,1
366228,0
176846,0
485783,1
218498,1
275992,0
136907,0
570807,1
403258,1
1274240,0
219311,0
642843,0
348682,0
1205855,0
65557,0
1022047,1
461105,1
328725,0
21747,1
1011236,1
264051,0
743351,1
1069070,1
471236,1
1055892,0
1033044,0
210650,0
134712,0
95387,0
1177164,1
210276,0
459970,0
1150519,1
761905,0
64606,1
202279,1
395871,1
992374,0
445231,0
1134646,1
1103209,0
1183906,1
85057,0
265252,1
30197,0
209521,1
659382,1
936813,1
239710,0
1208716,1
223308,0
711474,1
212339,0
1153924,1
496273,0
180074,0
1253133,1
570487,1
213241,1
1008899,1
1059400,1
1227907,0
295517,0
346309,1
930706,0
598288,1
434444,0
1292792,0
287079,1
462402,0
616064,1
1143497,0
48879,1
514355,1
35565,0
1293001,1
38137,1
597925,1
930340,0
85613,1
72725,1
189881,0
676292,1
404447,1
964502,1
872879,1
432624,0
68493,0
515607,0
1019514,1
257242,1
14971,0
274694,0
239526,0
594317,1
341865,0
378175,1
1183971,1
424841,0
83615,0
24123,1
326541,1
678255,0
842158,1
511269,1
591794,0
201315,0
983726,1
830888,1
663661,1
53919,0
560469,0
286224,0
393922,0
1292954,1
916625,1
246579,1
457430,0
443318,0
802306,1
1156655,0
973063,1
462582,0
451257,0
435675,1
434239,0
412681,1
479867,0
478963,0
50756,1
304133,0
75451,1
355558,1
211672,0
556461,0
318480,0
51948,1
689154,1
110092,1
315015,0
546005,0
291982,0
8232,0
236798,0
772792,0
345912,0
152248,0
1015012,1
196091,0
420622,0
438627,0
836670,0
343070,0
1280656,0
258307,1
93778,1
167913,1
285810,0
309353,1
1218855,1
236461,1
1192885,1
990853,1
577888,1
1231291,0
1167025,1
802667,0
1015215,0
689044,1
747277,0
129173,1
99924,0
184940,1
16957,1
527703,0
211075,1
1023478,1
1186368,0
900656,0
1197231,0
1152973,0
99161,1
264030,0
252383,0
811993,0
1068959,1
921334,0
1142724,1
1061221,0
417986,0
344456,0
873346,1
225920,0
1186435,1
146034,1
122092,0
1245031,0
737051,1
152095,1
936949,0
1010637,0
481181,0
749106,0
166649,0
1022810,0
715156,0
577870,1
74347,0
256888,1
229588,0
464483,1
789747,1
1239205,0
350922,1
240868,1
58424,0
193947,1
704818,0
238812,0
298164,0
317857,0
930895,0
961143,0
249801,0
562095,0
294718,0
337260,1
342890,0
611857,0
476688,0
20679,0
312169,0
827464,1
673428,1
173137,0
862309,1
625986,1
1291278,0
452154,0
479237,0
190806,1
547995,0
686322,1
44543,0
743946,0
24216,1
458783,0
306503,0
737881,0
974323,1
969770,1
208019,1
295650,1
1059353,1
1111034,1
802604,1
1060599,0
981628,1
487445,0
1272802,0
171701,1
452401,0
931658,0
13897,1
646235,1
65516,0
1131372,1
454568,1
1088659,1
550056,0
6763,0
896338,1
1101016,0
225921,0
802321,1
311953,1
199331,1
1252010,0
76611,1
343411,0
381508,0
240809,0
448657,0
862193,0
532545,0
133583,1
1221183,1
180123,0
1001917,0
326811,1
259769,0
471590,1
572346,1
344490,1
1211808,1
118447,0
311348,0
897380,1
894453,0
1164703,1
25442,0
253848,0
733657,0
195568,1
129894,1
46598,0
75022,0
467841,0
135742,1
364177,1
51393,1
281309,1
953234,0
774738,1
138968,0
857918,0
1005429,1
216165,0
290431,1
1235691,0
575956,0
272968,0
153554,1
1956,1
495631,0
273046,0
474131,1
686789,0
566460,1
118379,1
6349,0
213937,0
1162920,1
220164,0
190671,0
668673,0
207996,1
835361,0
1273054,1
318841,0
223300,0
1140904,0
138324,1
72556,0
455505,0
663523,1
1161767,0
1174166,1
1268010,1
34665,1
1065872,1
568892,1
767346,0
51387,1
192121,1
936809,0
10577,0
184899,1
9120,0
629029,1
602233,0
353675,0
1139546,0
366414,1
964944,1
236602,1
135949,1
1280833,0
316001,0
146491,1
1050467,0
65962,1
1096903,0
616854,1
631180,0
36571,1
967503,0
135973,1
160484,1
1002472,1
42194,1
1193804,0
288607,1
745900,0
188679,0
34155,0
1021475,0
469027,1
558403,0
1217458,0
1166318,1
91289,1
1084962,0
55414,1
57557,1
64315,1
131128,0
1053195,0
552643,0
404190,0
865434,1
598352,1
38527,1
785637,0
436603,0
75323,1
873672,0
262286,1
422765,0
99501,0
1054808,1
284375,1
1294775,0
390489,0
758855,1
258088,1
286913,1
748646,1
328982,0
585675,0
400316,0
308896,1
955361,1
74072,1
384805,0
367902,0
665182,1
1251750,0
969517,1
804257,0
489784,0
584266,1
52613,1
78846,1
1014722,0
594759,0
507821,0
277481,0
1007345,0
1162326,0
86165,1
1174016,1
8685,0
148038,0
1028277,0
984829,1
514205,0
915948,1
836690,1
853920,1
828061,0
1273716,0
990723,0
613167,0
836830,1
1052933,1
1288712,0
720341,0
1220066,1
120043,1
598276,1
1068927,1
473254,0
134023,0
633701,1
512570,0
1288647,1
961138,1
915416,1
230712,1
814884,1
480045,0
343516,1
213814,1
459494,1
54117,1
179427,1
144216,0
243693,0
244723,1
427372,1
609859,0
422680,0
1161449,1
588379,1
264825,0
1016521,0
378829,0
249253,1
499585,1
1036753,1
16469,0
197486,0
235573,0
346565,1
154075,0
1257017,0
689055,1
36461,1
763607,0
12736,0
1215931,1
146235,1
125200,0
93002,0
1097613,1
464824,1
1068919,1
953027,1
269394,0
435757,1
1220803,0
114594,1
557478,0
149614,0
113427,0
653363,0
781592,0
1168072,1
517475,0
41316,0
437585,0
128793,1
306215,1
955398,0
373795,0
508762,1
654487,1
308885,0
30150,1
87443,0
441292,1
138440,1
334811,0
559238,1
660640,1
497961,0
1215708,1
518878,0
657501,1
287536,1
288564,1
1184589,0
502447,0
783002,0
558351,0
305575,1
1204543,0
235595,0
428134,0
639001,0
375031,0
359777,0
520350,0
1003213,0
1069017,1
181154,0
980149,0
628633,1
488869,1
1008733,1
1197203,0
225060,0
138695,0
1099511,0
224615,1
133686,1
908393,0
215869,0
981844,0
736686,1
21964,1
88702,1
387752,1
165212,0
683294,1
113541,1
1219451,0
267568,0
691653,0
154152,1
529789,0
298773,0
96153,1
218337,0
286958,1
58743,1
194209,1
1213084,1
464428,1
458752,0
925972,0
1184251,1
107628,0
711033,0
1291387,0
378557,0
902591,0
621393,0
8083,0
1166396,1
277718,1
191546,1
1162844,1
652844,0
36143,1
477922,1
833370,0
1147166,0
20473,0
820979,1
947629,1
234893,0
1182318,1
945188,1
95598,1
175344,1
878960,1
935811,1
141467,1
291989,1
354507,0
23594,0
231517,0
1073119,0
383594,0
99275,1
357910,1
1180093,0
64691,1
626487,1
329268,0
11669,1
754405,0
681881,0
159549,1
325164,1
956319,0
1059271,1
260192,1
1226674,1
167944,0
1190155,0
400708,0
469300,1
226502,0
190023,0
560389,0
746653,1
184527,0
560161,0
380333,1
1208598,1
50295,1
120009,1
205282,1
162096,0
651844,1
31167,0
392308,1
299745,0
555540,0
441000,1
74218,1
494378,0
1021186,0
278283,1
209928,1
279387,0
799445,1
530866,1
370372,1
395403,0
230998,1
1111903,0
600154,1
229139,1
395946,1
717908,1
1130845,0
516622,0
887142,0
313282,0
542428,0
1117633,0
890363,1
287032,1
647630,0
1184241,1
561658,1
325208,1
224164,1
513860,0
887265,0
475374,1
1267734,0
1040701,1
159742,0
122311,0
359736,0
1150273,0
936767,1
1059816,0
219393,0
7598,1
224319,1
331307,0
549626,0
192597,1
878121,1
17685,1
402991,1
1127275,0
688408,0
743493,0
510248,0
386772,0
440468,0
60156,0
1189762,1
1220193,0
1131216,1
72439,1
197132,1
763698,0
880141,0
149691,1
942750,1
1032460,0
223379,0
1070925,1
1235566,1
215557,1
307263,1
206464,0
1017953,0
834627,1
251800,0
99253,1
269425,0
647770,1
533253,0
279637,0
918783,0
316644,0
932046,0
126845,1
102233,1
1241368,0
478384,1
1274584,0
202260,0
627692,0
574121,1
344797,1
1200935,1
790352,1
670868,0
1049109,1
498404,1
27685,0
949350,0
276575,1
955085,1
95974,1
765318,1
213980,0
491098,1
124403,0
995565,1
32458,1
981715,0
276377,1
36135,1
981415,1
1088553,1
461013,1
393786,0
48976,0
193150,0
992755,1
234758,0
245836,1
1220578,0
799105,0
31639,1
273227,0
80749,1
290692,0
462194,1
224536,1
430151,0
16231,1
221189,0
305454,1
784267,1
1258955,1
846464,1
829798,0
224827,0
783467,1
669875,0
736829,1
135996,1
95962,1
376573,0
133098,0
1050811,1
601821,1
104206,0
1003222,0
927547,1
339535,0
56835,0
348934,0
174372,0
473720,1
600036,1
713206,1
26920,1
154466,0
227742,1
1116653,0
1258483,1
915874,1
628599,1
485998,1
94680,0
1068712,1
263727,1
220516,0
177567,1
1110930,1
395736,1
905692,1
1146953,0
236368,1
174772,0
928968,1
368640,0
482235,0
535487,0
1225508,0
749007,0
1062833,0
1288346,1
1017830,0
952947,1
76602,1
848463,0
16920,1
356662,1
378618,1
7932,0
405101,0
1210352,1
427386,1
971991,0
151391,1
637407,0
684300,1
871312,0
181075,0
485243,0
1147177,1
9476,0
13579,0
314517,0
26509,1
1114098,1
893305,1
518281,0
945858,0
514186,0
118091,1
754946,0
15482,1
76545,1
390214,0
393032,1
417838,0
439555,1
399431,0
24345,1
927484,1
729560,0
196974,0
886524,0
627848,0
421938,1
626820,0
518775,1
276486,0
358356,1
1011247,1
376506,1
1000354,1
16366,0
354134,1
835586,0
1202604,0
498413,0
256932,1
140948,0
1174110,1
421949,1
121318,1
761643,0
63724,0
351706,0
827767,1
358871,0
863193,0
216620,0
31628,1
452279,0
788601,0
341194,1
570773,1
1248562,1
1026491,1
231760,0
22353,1
1027396,1
983579,1
1049421,0
436096,0
967040,1
18534,1
330124,1
1125013,0
125153,0
32074,1
229040,1
83799,1
262357,1
522293,1
428593,1
570648,1
64543,1
135959,1
17074,0
146223,0
435151,0
554973,0
1065918,1
362054,1
163275,0
902474,0
932267,0
256612,1
103519,0
283865,1
270225,0
290511,0
974303,0
1295255,1
1078509,1
88486,0
1047072,0
731516,0
417778,0
598284,1
223014,0
387512,0
665505,1
1192974,1
847130,0
938101,0
1088596,1
731054,1
1062705,1
52632,1
135872,1
734919,0
323272,0
341919,1
152509,0
824356,0
1103693,0
1243837,0
172543,1
494602,1
412130,1
338209,0
947727,1
1052883,1
1206061,0
809702,1
68730,0
1213496,1
197873,0
346389,1
996910,1
1093268,0
835641,0
150726,0
12109,1
178149,0
405541,1
15471,1
174024,0
1272576,0
214890,1
1236628,0
729198,1
81872,1
183506,0
1024415,0
262108,0
1140054,0
324748,1
1290495,1
578180,0
1160563,0
981840,0
254617,0
240891,1
529961,0
305834,0
160344,1
942942,1
598299,1
307854,1
552175,0
115225,0
911344,0
1168301,1
944653,0
944012,1
432164,1
234326,1
657186,1
411803,0
258142,1
95564,1
248555,1
979889,0
129168,0
392554,1
348376,0
189529,1
137394,0
138539,1
336442,1
427676,0
771665,1
790193,0
938107,1
679733,0
771384,1
45339,0
491146,1
1052388,1
479332,0
910257,1
173115,1
210981,0
1167863,1
987729,1
382845,0
215248,0
100923,0
495154,1
173242,1
270750,0
376053,0
809695,1
392619,1
30007,1
82449,0
58542,1
86257,1
150715,0
774729,1
279805,1
113606,1
1109906,0
755277,0
1210325,1
951769,1
151527,1
71670,0
150879,0
1288457,1
14225,1
400235,0
479168,0
169765,0
501644,0
373523,1
156770,0
228894,0
148651,1
287575,0
1142938,1
387658,1
999303,1
1074803,0
173606,1
630408,0
1269790,0
241198,0
1283814,0
1042290,0
731323,1
494584,1
791193,0
1223042,1
240694,1
30461,1
683599,1
1098805,0
910096,0
126501,0
815568,1
1117492,0
52332,0
281216,1
147410,0
489817,0
401588,1
493882,0
1139174,1
261160,0
258200,1
598791,1
1229827,1
2342,0
52824,0
779739,0
295700,1
224257,1
411812,0
165402,1
622795,0
36108,1
840926,0
502704,0
55477,0
468306,0
344578,1
450649,0
69558,1
909470,1
5577,1
40364,0
61669,0
935276,0
673602,0
1161162,1
828043,0
496458,0
1090532,0
271575,1
511162,1
963562,1
323807,1
151261,1
1059619,1
929655,0
1223329,1
1102587,1
365534,0
950572,0
731824,0
1197898,1
107245,1
131272,1
330090,1
899384,0
154137,1
17222,1
1210312,1
44940,0
714322,1
14386,1
26314,1
744809,1
472941,1
77919,0
425658,1
654273,1
1204441,0
1014670,1
336353,0
629375,0
224082,1
959095,0
40317,0
845110,0
129306,1
414747,1
626020,1
390207,1
769436,1
1186413,1
614221,1
288420,1
1150935,1
592234,0
1268487,1
819594,0
1288591,1
339829,1
1279138,1
185049,1
91711,1
1078982,1
405162,1
799526,1
50084,1
307992,1
1095015,1
1091833,0
401222,0
133389,0
859792,0
903853,1
679419,0
430593,0
1102663,1
285852,1
1132764,1
95202,0
1249223,0
228949,1
330135,1
499650,0
262680,0
647819,1
646026,1
500280,0
1024439,1
981690,0
73576,0
355744,1
436087,1
1017516,1
375434,0
114774,0
398716,0
1081291,0
598467,1
274614,1
890494,1
211521,0
185387,1
651885,1
454658,0
321289,1
1099145,1
650393,0
895567,0
1065782,1
318361,0
361904,1
419577,1
423027,0
225729,0
235403,0
808148,0
77563,1
93798,0
86591,0
109452,1
84647,0
1033574,0
208454,1
30681,0
473906,0
482502,1
561853,1
89933,1
439231,1
819630,0
418942,0
272988,1
780453,0
399720,1
869027,1
834373,1
110708,0
1168249,1
961422,0
327062,1
55129,0
316474,0
95525,0
652838,0
247197,0
1162948,1
180278,0
151452,0
1170505,1
635914,0
154139,1
1268934,0
52483,1
67443,1
1191380,1
1065890,1
498709,1
4199,0
618627,1
210292,0
305651,0
553010,0
976933,1
147757,1
641313,1
30339,1
1219107,1
382666,0
1289574,0
211106,1
439082,0
108604,0
651468,1
1243281,0
1024786,1
696349,0
301881,1
195465,1
423359,0
555001,0
1218822,1
474452,1
542095,1
734568,0
715454,1
207322,0
952954,1
921953,1
525260,0
1002828,1
71203,0
150634,0
866551,0
249266,1
834401,1
423293,1
284924,0
585097,0
1170493,0
964771,0
113787,1
624438,1
1056679,0
309210,1
348012,0
360776,1
301705,1
614590,0
239111,0
810115,1
790678,1
1176824,1
1098031,0
135718,1
708122,1
259926,1
427766,1
88338,1
296870,0
498843,1
163322,0
471404,0
1156631,0
457054,0
167290,0
62313,1
289725,0
469101,1
10507,0
890218,1
163539,0
33840,1
1162748,1
475948,1
301260,1
210551,0
1078848,1
708166,0
1223006,1
260138,0
1057915,0
910236,1
873896,0
1023514,1
872951,1
237487,0
163664,1
714879,1
21876,1
104929,0
483527,0
382233,0
30554,0
505951,0
517750,0
1258620,1
27570,1
59081,1
663774,1
1262727,1
821778,1
1290409,1
347846,0
398757,0
207262,0
768781,1
55165,0
395885,1
16869,1
630174,1
1168526,1
758891,1
464119,1
45476,1
331983,0
165113,0
1036495,0
1279333,0
1189731,1
85879,1
511501,0
259900,1
358230,0
301436,1
311549,0
1131321,1
47933,0
1166565,1
263704,0
896553,1
746053,0
246767,0
781103,1
209049,0
405894,0
313565,0
242923,1
18458,1
995973,0
7529,1
1284833,0
505085,1
504102,0
482372,1
378263,1
447769,1
602016,1
462690,1
223470,0
303377,0
515730,0
1124793,1
239971,1
1060217,0
663135,1
419594,1
1186575,1
45410,1
91774,1
1110745,1
343479,1
356848,0
986954,0
1131358,1
372456,0
1097484,1
1029736,1
429161,0
133681,1
1095983,0
819440,0
229066,1
7503,1
62129,1
703420,1
181345,1
1258772,1
1111075,1
456278,0
525601,0
628945,1
502529,0
181808,0
365659,0
1011297,1
241467,0
1191212,0
154412,0
1219566,1
56273,0
643400,0
1172120,0
217620,1
271520,0
213998,0
473348,0
681437,1
628763,1
670040,1
38993,0
588497,1
399919,1
373160,1
799263,1
810169,1
446065,0
121351,0
921944,0
660758,0
1226626,0
425973,0
230855,1
577131,0
655973,0
214162,0
946390,0
212887,1
26602,1
1118784,1
419990,0
1017170,1
286269,0
130718,0
1281624,1
133003,0
1137426,0
133958,1
1197931,1
321825,0
436194,0
1162900,0
268748,0
261036,0
841030,1
321068,1
1194377,1
1199064,0
401950,1
408450,0
902140,0
175192,1
17521,0
1117414,0
371703,1
812890,0
142551,0
442567,1
260596,1
1240562,0
27749,1
444325,0
649528,0
429656,1
325118,1
866422,0
919282,0
121975,1
392405,0
90004,0
31615,1
178258,1
162031,1
183776,0
149769,1
75149,1
272482,1
128869,1
633739,0
524489,0
401637,1
240382,0
1286934,1
598527,1
1051726,1
306195,1
203135,0
133002,1
358984,1
436106,1
227636,1
157197,0
151348,0
469693,0
138191,1
448758,1
282102,0
1284607,0
86348,1
501199,0
144737,0
57340,1
106627,1
1011194,1
756089,0
1267651,0
962721,0
1219066,1
739959,1
948419,0
715351,0
708357,0
166395,0
92163,0
456922,1
1001312,1
31084,1
133956,1
317440,0
253489,0
292895,1
1030818,0
160214,0
179236,0
966292,0
13071,0
157176,0
289855,0
306232,1
1097492,1
773853,1
1022600,0
1218818,1
376346,0
328829,1
794258,0
1086658,0
275943,0
940986,1
157482,1
27684,1
189234,1
200253,0
385650,0
11838,0
70378,0
1097884,1
576876,1
1294405,0
298302,1
157711,1
24683,0
116112,1
223397,0
802272,1
1290443,1
1071179,1
74691,0
1187996,0
160195,0
12983,1
184561,0
142178,0
1068283,1
679782,0
462670,1
733899,0
904295,1
354811,0
1051063,1
162339,0
1192869,1
1906,1
154287,1
74880,0
684418,0
125397,1
1226670,1
734120,1
204809,1
14335,1
236516,1
76882,1
14781,0
136016,1
677084,0
304567,1
246838,1
1004676,0
62722,0
179846,1
581376,1
517197,1
893336,1
34046,0
422936,0
735176,0
274735,0
1024837,1
171737,0
670183,1
667423,1
457100,1
352574,1
118032,1
745129,1
442214,1
412523,0
977181,0
531013,1
150158,1
547291,0
1767,1
19780,1
1068944,1
599990,1
553437,0
1262318,1
1054681,1
495528,0
465903,0
121086,0
165906,0
23559,0
233577,1
701751,1
373458,0
921065,0
1034238,1
1046902,0
422299,0
112813,1
313436,1
63385,1
421833,1
176553,1
488895,1
1014951,1
915378,1
790063,0
1106381,0
513061,0
1161366,0
374489,0
76595,1
81839,1
192443,0
636934,0
921818,0
14514,1
1217416,1
256631,1
97786,1
1158788,1
303752,0
346507,0
1255631,1
663849,0
1206223,0
670030,1
744791,1
139566,0
944292,0
768617,1
445969,0
1186654,1
944143,1
778233,1
575117,0
5572,0
42426,0
688893,0
579852,0
652058,0
631831,1
135688,1
841689,1
180719,0
1258971,1
58437,0
343619,1
631401,0
739901,1
685858,1
185511,0
1074262,0
241559,1
1089846,0
1288654,1
210878,0
1062625,0
376354,1
863436,0
136114,1
1195355,1
501447,0
79975,0
118255,1
136111,1
993658,0
993937,0
1282560,1
322956,1
154158,1
330144,1
3580,1
212731,0
100422,1
727637,0
717885,1
329545,0
253829,1
1012643,0
30248,1
239579,1
499800,0
438752,0
148486,0
1241985,0
460882,1
120095,1
1011508,1
1026856,0
740681,0
736794,0
573915,0
438561,1
508665,0
847982,0
1025785,0
1124838,0
353994,1
110224,0
4096,0
260650,0
300958,0
207509,1
51367,1
94572,0
616763,0
705075,1
226476,0
85829,0
532615,0
1213092,0
328981,0
417859,1
229204,1
473010,1
955185,1
588349,0
52435,1
715027,1
700256,0
160582,1
323806,0
1121579,0
309039,1
1141262,0
49908,1
69482,1
989462,0
307710,1
1007624,1
169933,1
476028,0
931027,1
638139,1
403438,1
75468,1
559692,0
7129,0
386096,1
1059918,0
610158,0
149902,1
210666,0
854437,0
1150401,1
55109,1
401733,0
1065738,1
65772,1
148475,0
288669,1
396023,0
1257320,0
21123,0
115028,0
392203,0
1203145,0
241269,1
1218297,0
555641,0
1225514,0
498408,1
280646,1
574912,0
1233066,1
662042,1
548286,0
265153,1
649807,0
952998,1
1128152,0
936956,1
133415,1
399052,0
819402,0
869049,1
215486,0
452851,0
432375,1
482301,1
605753,1
378097,1
19388,0
645529,0
118164,1
395962,0
598289,1
911209,1
327451,1
1270531,0
369472,0
436241,0
1287524,1
706702,0
138007,0
290150,1
172524,1
1291608,0
376707,1
209839,0
949107,1
5948,0
28628,1
1213939,1
497523,1
81580,1
327372,0
47720,1
1191023,0
275747,1
251752,0
1276617,0
256800,0
29896,1
524216,1
819964,0
498809,1
580703,0
434366,0
1131055,0
299963,0
66924,0
525913,0
527984,0
50738,0
821973,0
945660,1
1157091,0
501393,1
2681,0
165580,0
534122,1
1190170,1
1278898,1
35486,0
384711,1
96226,1
1173945,1
274448,0
121086,0
745115,1
321677,1
268331,1
1288638,1
339300,0
541788,0
376273,0
309103,0
441467,1
588197,1
264068,0
1228408,0
354302,1
517411,0
685775,1
873535,1
1214522,0
1037468,0
164771,1
81561,1
962399,1
240304,1
239392,0
232816,0
340861,1
125872,1
129015,1
268256,0
212474,0
1067262,1
686002,1
394607,0
51389,1
1230783,1
395338,0
817211,0
177611,1
1199954,1
863558,0
146228,1
830265,0
568265,1
736599,1
930608,0
838989,0
306120,1
1107299,0
154243,1
923706,1
311058,0
504158,0
195976,0
211232,1
47848,1
553032,0
325095,1
26270,1
790723,0
59672,1
713280,1
71832,1
1183937,1
58942,1
925007,1
644492,1
212948,0
1012693,1
653274,0
622589,0
68738,0
1206896,1
827568,0
225963,1
1051321,1
1116924,1
157185,0
150726,0
427446,1
612585,0
201899,1
138261,1
85967,1
360536,0
63321,1
500403,0
42638,0
909527,1
362277,0
543045,0
224491,0
187560,0
999507,1
412623,0
878555,1
853673,1
988405,0
1031845,0
459030,1
200412,1
932687,0
185709,0
357366,1
698052,0
785210,1
601833,1
760033,0
344311,1
240677,0
1040810,1
124290,1
1033809,1
323881,0
547008,0
483521,1
429505,1
395954,1
186232,1
223451,0
161980,0
302691,0
427207,0
1046793,0
185573,0
146188,1
535672,0
665449,1
641277,1
965092,1
1055051,1
439262,0
110107,1
64620,1
125853,1
1192215,0
757377,0
514518,1
170125,1
884226,1
202812,0
44648,0
809711,0
90537,0
312302,0
62154,1
376479,1
303429,0
1072270,0
116516,1
253597,0
307945,0
1238883,0
604729,0
806113,1
1059729,1
713352,1
121471,1
1118762,1
149862,0
125677,0
324822,0
184404,0
545585,0
162040,1
7992,0
773115,0
1166901,0
84746,0
88423,1
200140,0
866351,0
375565,1
535590,0
292329,1
324861,0
541936,1
744196,0
948448,0
306031,1
136012,1
257885,1
614155,1
880477,0
379420,0
1244701,0
559989,1
805998,1
100635,1
92023,0
1216824,0
1113708,0
218302,1
1161785,0
1266403,0
1069172,1
386803,0
186721,0
601851,1
375337,1
27221,1
513031,0
482958,0
284331,1
1057895,1
1112916,1
29894,1
214736,1
208088,1
1100742,0
435973,1
583747,0
256886,1
496590,0
366654,0
743468,0
79083,1
72090,1
1005125,1
584795,0
445580,0
433396,0
598079,0
66924,0
465760,0
333532,1
518291,1
858963,0
1282963,1
281212,1
1150464,0
301695,1
136435,0
557580,1
337429,0
1067609,1
529791,0
834128,1
203600,0
603877,1
772190,0
755033,0
1067479,1
911352,0
1094772,1
1236741,0
117980,0
66060,1
1168154,1
468518,0
106935,0
725861,0
219138,0
165121,0
554090,1
195163,0
364917,1
1248689,1
1036883,1
1205571,0
96005,1
561317,0
993102,1
84064,0
1214772,1
595468,0
584392,1
821382,1
763133,0
273606,0
697927,0
160533,1
473905,0
114560,1
973027,0
542189,0
106897,0
291956,0
915355,1
120111,1
246650,1
308746,0
818679,0
531320,0
1027451,1
50239,1
100566,0
952286,1
431444,0
654438,1
15508,1
524158,1
126100,1
1178767,1
1161338,1
395850,1
641288,1
297532,1
418193,0
208935,0
909561,1
251588,0
344489,1
1226386,0
1277273,0
514827,1
226473,0
777647,0
996527,0
979372,1
204960,1
471007,1
686108,1
715378,1
285740,0
116911,0
141602,1
1190140,1
523021,0
417140,1
344697,1
304738,1
701965,1
390376,1
340932,1
1090972,0
1162892,1
389108,0
352547,0
1059745,0
1223055,0
1266108,0
552199,0
988977,1
322331,1
373503,1
715215,1
223936,0
45425,1
394148,1
885208,1
185661,0
1011354,1
1246726,1
58866,0
628654,1
74054,1
59719,0
768088,1
460883,1
885618,0
894835,0
169938,1
104092,0
365993,0
1070961,1
232257,0
685952,1
729512,0
468976,1
869161,1
225931,0
176458,1
271542,0
694832,0
1258652,1
924562,1
133838,1
151837,1
570433,1
154227,0
95567,1
54066,1
744272,0
987968,0
905161,0
368383,0
439620,1
187655,0
440632,0
280846,0
1072798,1
60378,0
494429,1
621101,0
365424,1
679343,0
1059590,1
77989,1
1130575,0
197394,1
346138,1
831090,0
67444,0
261997,1
426556,1
1137817,0
374178,0
423526,0
936720,0
464284,1
533745,0
63516,1
774851,1
224458,0
673725,1
795995,1
176355,0
43327,0
799440,1
458258,0
386835,0
158115,0
262538,1
550701,0
393454,0
896566,1
280069,0
1012123,1
96241,0
159507,1
82792,0
35850,0
194060,0
1268558,1
1215693,1
1047054,1
455469,1
120444,0
638274,1
551312,1
600052,1
1152737,1
1031741,1
866514,0
392480,1
802320,1
528247,0
477686,0
615766,0
527834,0
172129,0
525429,0
1182326,1
933123,0
330022,1
565420,0
360522,1
438819,1
33891,0
292285,0
762842,1
90405,0
699551,0
1212977,0
192366,0
1255432,1
782128,1
1201081,0
52484,1
403043,0
861424,0
109994,1
1276375,0
388449,0
225140,0
159694,0
528962,1
389955,0
1000409,0
506645,0
78026,1
784308,0
197363,0
676337,1
314598,0
519616,0
403353,1
19186,0
533142,0
1056580,1
482471,1
527120,0
471392,0
468710,0
1024704,1
97781,0
362137,1
355534,1
1047918,1
57434,1
688994,1
1024851,1
86198,1
661968,1
194326,0
31806,1
488930,0
261766,1
405670,1
685953,1
76660,1
157847,1
685560,0
657271,1
804176,0
700590,0
80657,0
841508,1
202862,0
395738,1
940051,0
194980,0
150946,0
1170519,1
495119,1
171236,0
686205,1
138376,1
1113009,0
1097519,1
268544,1
448177,0
1286529,1
410312,1
83927,0
1189544,0
71440,1
102771,1
529581,0
261639,1
30359,0
463630,0
163421,0
424520,0
599471,1
368526,1
251210,0
1089259,0
351279,1
437438,0
238503,0
421734,1
14512,1
711484,1
713410,1
1068568,0
296712,0
